root,id,ra,dec,m444,z_map,zwidth2,bic_diff,flux_ha,err_ha,sn_ha,q1,q2,q3,q4,q,multi_ids
congress-n-v1,33005,189.1791344,62.17184343,27.73,4.52,0,70.7,1.7e-18,2.6e-19,6.5,3,2,0,3,2,-
congress-n-v1,33009,189.1791779,62.17175528,26.34,4.521,0,664.3,1.1e-17,4.3e-19,25.2,3,3,3,3,3,-
congress-n-v1,33133,189.1690083,62.16949567,26.64,4.001,0.04,57.8,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,33144,189.1390246,62.16910395,27.58,4.669,0,562.7,1.4e-17,5.4e-19,24.9,-1,-1,2,-1,-0.25,-
congress-n-v1,33148,189.1477817,62.16903245,26.4,4.142,0.06,56.7,2.7e-18,5.0e-19,5.5,2,1,0,1,1,-
congress-n-v1,33270,189.1429799,62.1667592,27.21,4.922,0,378,1.0e-17,5.0e-19,20.2,-1,-1,-1,-1,-1,-
congress-n-v1,33328,189.1601289,62.16543744,26.62,4.708,0.001,73.4,2.5e-18,3.7e-19,6.7,1,0,0,0,0.25,-
multigalaxies-congress,1000001,189.2418976,62.31315613,24.79,4.326,0.002,215.8,5.8e-18,4.3e-19,13.4,3,3,3,3,3,"[1034, 1035]"
multigalaxies-congress,1000002,189.2220306,62.31246185,25.95,3.856,0.002,202.8,7.5e-18,5.5e-19,13.5,3,3,2,3,2.75,"[1121, 1122]"
multigalaxies-congress,1000004,189.2580109,62.30685806,24.86,4.067,0.002,226.5,6.1e-18,4.3e-19,14.2,3,3,3,1,2.5,"[1702, 1703]"
multigalaxies-congress,1000005,189.181015,62.30442047,25.19,4.377,0.002,630.2,1.2e-17,5.0e-19,24.1,3,3,3,3,3,"[1987, 1988, 1989]"
multigalaxies-congress,1000006,189.1838226,62.30389023,26.08,4.194,0.003,115.3,3.0e-18,3.3e-19,9.3,3,3,2,2,2.5,"[2058, 2059]"
multigalaxies-congress,1000007,189.2630463,62.29830933,26.24,4.174,0.003,113.1,3.7e-18,4.0e-19,9.2,1,3,1,2,1.75,"[2723, 2724]"
multigalaxies-congress,1000008,189.2578125,62.29825974,26.32,4.905,0.001,1033.5,8.5e-18,2.4e-19,35,3,1,3,1,2,"[2726, 2727]"
multigalaxies-congress,1000009,189.2562408,62.29814529,25,4.539,0.001,359.4,1.0e-17,5.6e-19,18.2,3,3,3,3,3,"[2731, 2732, 2733]"
multigalaxies-congress,1000010,189.2688599,62.28892517,25.65,4.617,0.002,358.8,5.3e-18,2.5e-19,21.1,3,3,3,3,3,"[4222, 4223]"
multigalaxies-congress,1000013,189.2442932,62.28516769,26.51,4.162,0.005,99.4,2.4e-18,2.8e-19,8.4,1,2,2,3,2,"[4915, 4916]"
multigalaxies-congress,1000014,189.2640533,62.28424072,26.13,3.968,0.001,583.4,7.5e-18,3.1e-19,23.8,2,1,3,1,1.75,"[5096, 5097]"
multigalaxies-congress,1000015,189.3031769,62.28299332,25.22,4.017,0.001,949.3,1.1e-17,3.7e-19,30.8,3,3,3,3,3,"[5395, 5396]"
multigalaxies-congress,1000016,189.2395783,62.28069687,25.24,4.609,0.001,820.7,8.0e-18,2.8e-19,28.5,3,3,3,3,3,"[5912, 5913]"
multigalaxies-congress,1000017,189.1702271,62.28035355,26.88,4.38,0.001,266.4,3.6e-18,2.3e-19,15.6,2,3,3,3,2.75,"[5950, 5952]"
multigalaxies-congress,1000018,189.1533814,62.27986526,25.64,4.381,0.002,355.1,8.3e-18,4.6e-19,18.2,2,3,3,3,2.75,"[6099, 6100]"
multigalaxies-congress,1000019,189.2016907,62.27861404,23.8,4.074,0.001,2430,4.5e-17,9.1e-19,49.4,3,3,3,3,3,"[6412, 6413]"
multigalaxies-congress,1000020,189.3253021,62.27809906,24.82,4.817,0.001,9185.5,3.0e-17,2.8e-19,104.8,2,3,3,3,2.75,"[6524, 6569]"
multigalaxies-congress,1000021,189.3227997,62.27733994,23.77,4.406,0.001,1570.8,1.7e-17,4.6e-19,37.1,2,3,3,3,2.75,"[6743, 6744, 6745]"
multigalaxies-congress,1000022,189.2150726,62.27701569,24.53,3.869,0.001,2902.8,2.9e-17,5.3e-19,55,3,3,3,3,3,"[6841, 6842]"
multigalaxies-congress,1000025,189.26828,62.27202988,25.68,4.318,0.001,485.5,7.1e-18,3.3e-19,21.7,2,3,2,3,2.5,"[8234, 8235, 8262]"
multigalaxies-congress,1000026,189.2726135,62.26963043,23.16,4.319,0.001,2519.5,3.0e-17,6.8e-19,44,3,3,3,3,3,"[8882, 8883, 8884]"
multigalaxies-congress,1000027,189.3367462,62.26952362,25.63,4.41,0.002,176.4,4.2e-18,3.5e-19,11.9,1,3,2,2,2,"[8951, 8952]"
multigalaxies-congress,1000029,189.2908173,62.26864243,25.37,4.619,0.002,572,5.9e-18,2.5e-19,23.4,3,3,2,2,2.5,"[9240, 9343]"
multigalaxies-congress,1000031,189.17836,62.26847076,25.81,4.076,0.003,110.3,4.7e-18,5.1e-19,9.1,1,3,3,3,2.5,"[9257, 9258]"
multigalaxies-congress,1000032,189.0927734,62.26613617,25.43,4.475,0.002,166.6,5.9e-18,4.9e-19,11.9,1,3,3,2,2.25,"[9919, 9947, 9979]"
multigalaxies-congress,1000033,189.3154144,62.26380539,25.1,4.972,0.002,231.9,6.4e-18,4.5e-19,14.3,2,1,3,3,2.25,"[10632, 10633]"
multigalaxies-congress,1000034,189.3261261,62.26306152,23.98,4.405,0.001,2497.4,2.2e-17,4.5e-19,49,3,3,3,3,3,"[10831, 10832]"
multigalaxies-congress,1000035,189.1309815,62.26199722,24.67,4.421,0.001,528.2,7.6e-18,3.4e-19,22.3,3,3,3,3,3,"[11220, 11221]"
multigalaxies-congress,1000037,189.2046509,62.25777054,25.38,4.408,0.002,207.1,3.5e-18,2.6e-19,13.5,3,3,2,3,2.75,"[12596, 12704]"
multigalaxies-congress,1000038,189.3117523,62.2571106,26.57,4.401,0.001,284.8,5.3e-18,3.3e-19,16.1,1,3,2,3,2.25,"[12771, 12811]"
multigalaxies-congress,1000039,189.2411652,62.25691223,24.77,4.407,0.001,2055.1,1.7e-17,4.0e-19,43.3,3,3,3,3,3,"[12837, 12838]"
multigalaxies-congress,1000040,189.1759338,62.25639725,23.12,4.412,0.001,5392.2,3.6e-17,5.5e-19,66,2,3,3,3,2.75,"[13002, 13004, 13005]"
multigalaxies-congress,1000042,189.0914154,62.25465775,23.72,4.887,0.001,3096,2.2e-17,3.9e-19,55.7,3,3,3,3,3,"[13564, 13565]"
multigalaxies-congress,1000043,189.2882843,62.25440979,24.96,4.401,0.001,366.8,1.2e-17,6.4e-19,18.4,3,3,3,3,3,"[13675, 13676]"
multigalaxies-congress,1000044,189.1931763,62.25284195,26.23,4.407,0.001,183.9,3.5e-18,2.8e-19,12.7,3,3,3,3,3,"[14179, 14185]"
multigalaxies-congress,1000045,189.065094,62.25260544,24.68,4.328,0.006,106.1,4.7e-18,5.4e-19,8.8,2,3,3,1,2.25,"[14230, 14231]"
multigalaxies-congress,1000046,189.1989136,62.25256729,24.87,4.413,0.002,341.1,9.0e-18,5.1e-19,17.7,2,3,3,3,2.75,"[14266, 14267, 14268]"
multigalaxies-congress,1000047,189.1965179,62.2518692,23.39,4.405,0.002,1367.6,1.8e-17,5.1e-19,35.7,2,3,3,3,2.75,"[14493, 14494]"
multigalaxies-congress,1000048,189.2277222,62.25177002,24.65,4.401,0.001,2622.6,2.0e-17,3.9e-19,50.9,3,3,3,3,3,"[14599, 14600]"
multigalaxies-congress,1000049,189.227478,62.25146866,24.91,4.403,0.001,2052.9,1.4e-17,3.1e-19,45.7,3,3,3,3,3,"[14601, 14602]"
multigalaxies-congress,1000050,189.267807,62.25141525,25.02,4.403,0.002,194.5,6.1e-18,4.6e-19,13.2,2,3,2,3,2.5,"[14726, 14736]"
multigalaxies-congress,1000051,189.2407684,62.25072479,25.48,4.402,0.001,1036.1,8.8e-18,2.7e-19,32.2,3,3,3,3,3,"[15203, 15376]"
multigalaxies-congress,1000052,189.107666,62.24971771,26.33,4.019,0.002,162.5,5.0e-18,4.0e-19,12.3,3,3,2,1,2.25,"[15391, 15444]"
multigalaxies-congress,1000053,189.2135773,62.24814224,24.68,4.4,0.001,1462.6,1.8e-17,4.6e-19,37.9,3,3,3,3,3,"[15934, 15935, 15936, 15937, 15938]"
multigalaxies-congress,1000054,189.1281433,62.24628448,25.13,3.847,0.002,179.7,1.0e-17,8.1e-19,12.3,2,3,2,3,2.5,"[16569, 16570]"
multigalaxies-congress,1000055,189.2995453,62.2430687,24.74,4.406,0.002,405.3,9.1e-18,4.7e-19,19.1,2,3,3,3,2.75,"[17757, 17758]"
multigalaxies-congress,1000056,189.0910187,62.2419281,25.5,3.911,0.001,852.5,9.5e-18,3.2e-19,29.3,3,3,3,3,3,"[18175, 18176]"
multigalaxies-congress,1000058,189.0747528,62.23942566,23.55,4.168,0.001,17373,8.3e-17,6.0e-19,140.1,3,3,3,3,3,"[19046, 19047, 19048]"
multigalaxies-congress,1000061,189.3012848,62.23791504,25.51,4.398,0.002,235.6,7.0e-18,5.1e-19,13.9,3,3,3,3,3,"[19597, 19598]"
multigalaxies-congress,1000062,189.086441,62.23549271,24.54,3.847,0.001,252.1,1.1e-17,6.3e-19,17.6,3,3,3,3,3,"[20373, 20374]"
multigalaxies-congress,1000064,189.2909699,62.23387527,25.17,3.906,0.002,90.3,6.1e-18,8.2e-19,7.4,1,2,2,2,1.75,"[20962, 20963]"
multigalaxies-congress,1000065,189.2275391,62.23146439,25.54,4.608,0.002,251.1,7.6e-18,5.2e-19,14.6,1,3,3,3,2.5,"[21710, 21711]"
multigalaxies-congress,1000066,189.2284699,62.23128128,25.1,4.617,0.003,308.3,1.0e-17,6.4e-19,16.4,2,3,3,3,2.75,"[21712, 21713]"
multigalaxies-congress,1000067,189.1478119,62.23052216,23.68,4.41,0.001,14139.5,8.5e-17,6.7e-19,126.4,3,3,3,3,3,"[21970, 21971, 21972]"
multigalaxies-congress,1000069,189.2516785,62.2282486,25.9,4.016,0.001,188.8,7.4e-18,5.7e-19,12.8,1,3,3,2,2.25,"[22716, 22718]"
multigalaxies-congress,1000070,189.0465698,62.2277832,25.65,4.714,0.001,1275.6,9.6e-18,2.6e-19,37.4,3,3,3,3,3,"[22807, 22894]"
multigalaxies-congress,1000071,189.1134338,62.22764587,25.32,4.912,0.001,2130.6,1.1e-17,2.3e-19,47.1,3,3,3,3,3,"[22857, 22858]"
multigalaxies-congress,1000072,189.2126007,62.22742081,24.65,3.98,0.001,389.2,1.0e-17,5.1e-19,19.4,2,3,3,3,2.75,"[22945, 22960]"
multigalaxies-congress,1000073,189.1172333,62.22142792,25.25,4.144,0.002,149.1,3.8e-18,3.5e-19,10.9,1,2,2,3,2,"[24567, 24568]"
multigalaxies-congress,1000074,189.1007385,62.22021866,25.46,5.031,0.003,115.8,3.4e-18,3.7e-19,9.2,1,2,1,3,1.75,"[24890, 24891]"
multigalaxies-congress,1000075,189.1031342,62.21970749,25.15,4.873,0.003,195.8,3.1e-18,2.2e-19,13.9,2,2,2,3,2.25,"[25009, 25021]"
multigalaxies-congress,1000077,189.0966187,62.21787643,25.95,4.913,0.002,372.4,3.6e-18,1.9e-19,18.6,3,2,3,3,2.75,"[25461, 25462]"
multigalaxies-congress,1000081,189.119812,62.21260834,24.05,4.146,0.001,817.6,1.5e-17,5.4e-19,27.9,2,3,3,3,2.75,"[26677, 26678, 26682]"
multigalaxies-congress,1000082,189.1130981,62.21157455,25.14,4.335,0.002,305.2,5.3e-18,3.2e-19,16.7,3,3,3,3,3,"[26910, 26911]"
multigalaxies-congress,1000083,189.1731262,62.21081161,24.48,4.205,0.002,209.2,8.7e-18,6.5e-19,13.3,2,3,2,2,2.25,"[27126, 27127]"
multigalaxies-congress,1000085,189.0823364,62.20806885,25.29,4.052,0.003,296.7,7.2e-18,4.5e-19,16.1,2,3,3,3,2.75,"[27691, 27693]"
multigalaxies-congress,1000086,189.2463074,62.20657349,24.41,4.052,0.001,1090.6,2.8e-17,8.5e-19,32.8,3,3,3,3,3,"[28109, 28110, 28155]"
multigalaxies-congress,1000088,189.2350922,62.20375824,26.49,4.211,0.002,84.9,3.3e-18,4.4e-19,7.5,3,2,3,1,2.25,"[28694, 28695]"
multigalaxies-congress,1000090,189.0838928,62.19961548,24.1,4.756,0.005,102.2,5.0e-18,5.6e-19,8.9,2,3,2,2,2.25,"[29459, 29460]"
multigalaxies-congress,1000091,189.1504364,62.19838715,21.8,3.906,0.001,3907.7,7.1e-17,1.3e-18,56.2,3,3,0,3,2.25,"[29681, 29700]"
multigalaxies-congress,1000093,189.1860657,62.19748306,24.19,4.43,0.002,1493.9,2.0e-17,5.3e-19,38.2,3,3,3,3,3,"[29854, 29855]"
multigalaxies-congress,1000094,189.1588287,62.19689178,26.02,3.918,0.001,153.7,5.6e-18,5.1e-19,11,2,2,3,2,2.25,"[29995, 30005]"
multigalaxies-congress,1000095,189.156723,62.19264603,24.45,4.519,0.001,850,1.3e-17,4.5e-19,28.8,3,2,3,3,2.75,"[30703, 30704]"
multigalaxies-congress,1000099,189.1914673,62.18642044,25,4.424,0.001,330.4,1.0e-17,5.9e-19,17.7,2,2,3,2,2.25,"[31656, 31657]"
multigalaxies-congress,1000101,189.1881561,62.18519592,22.81,3.933,0.001,700.2,3.1e-17,1.3e-18,24.1,2,3,0,3,2,"[31806, 31807]"
multigalaxies-congress,1000102,189.1629334,62.1823349,25.73,3.952,0.001,320.9,1.1e-17,6.1e-19,17.2,3,3,3,3,3,"[32161, 32230]"
multigalaxies-congress,1000103,189.1792603,62.18200302,24.99,4.025,0.002,180.4,9.7e-18,7.7e-19,12.6,1,2,3,3,2.25,"[32204, 32220]"
multigalaxies-congress,1000104,189.131424,62.17645645,25.92,4.353,0.001,318.1,9.3e-18,5.4e-19,17.4,3,3,3,3,3,"[32738, 32739]"
multigalaxies-congress,1000105,189.1306,62.17602539,24.58,4.353,0.002,237.8,8.8e-18,6.3e-19,14.1,1,3,3,3,2.5,"[32763, 32764]"
multigalaxies-congress,1000107,189.1791687,62.17177582,26.07,4.52,0.001,698.4,1.3e-17,5.1e-19,26,2,3,3,3,2.75,"[33005, 33009]"
